ID,Transaction,,,,,,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7
658,"corned_b, peppers, bourbon, cracker, chicken, artichok, artichok",,,,,,,corned_b,peppers,bourbon,cracker,chicken,artichok,artichok
659,"hering, corned_b, apples, olives, steak, artichok, artichok",,,,,,,hering,corned_b,apples,olives,steak,artichok,artichok
660,"avocado, cracker, artichok, heineken, ham, coke, sardines",,,,,,,avocado,cracker,artichok,heineken,ham,coke,sardines
661,"soda, olives, bourbon, cracker, heineken, corned_b, peppers",,,,,,,soda,olives,bourbon,cracker,heineken,corned_b,peppers
662,"baguette, soda, hering, cracker, heineken, bourbon, peppers",,,,,,,baguette,soda,hering,cracker,heineken,bourbon,peppers
663,"baguette, soda, hering, cracker, heineken, corned_b, olives",,,,,,,baguette,soda,hering,cracker,heineken,corned_b,olives
664,"hering, corned_b, olives, ham, turkey, artichok, steak",,,,,,,hering,corned_b,olives,ham,turkey,artichok,steak
665,"sardines, heineken, chicken, coke, ice_crea, peppers, bourbon",,,,,,,sardines,heineken,chicken,coke,ice_crea,peppers,bourbon
666,"hering, corned_b, apples, olives, steak, ham, heineken",,,,,,,hering,corned_b,apples,olives,steak,ham,heineken
667,"sardines, heineken, chicken, coke, ice_crea, ham, soda",,,,,,,sardines,heineken,chicken,coke,ice_crea,ham,soda
668,"baguette, sardines, apples, peppers, avocado, coke, chicken",,,,,,,baguette,sardines,apples,peppers,avocado,coke,chicken
669,"baguette, soda, hering, cracker, heineken, peppers, avocado",,,,,,,baguette,soda,hering,cracker,heineken,peppers,avocado
670,"baguette, sardines, apples, peppers, avocado, olives, heineken",,,,,,,baguette,sardines,apples,peppers,avocado,olives,heineken
671,"hering, corned_b, apples, olives, steak, turkey, ice_crea",,,,,,,hering,corned_b,apples,olives,steak,turkey,ice_crea
672,"baguette, sardines, apples, peppers, avocado, bourbon, cracker",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,cracker
673,"baguette, sardines, apples, peppers, avocado, bourbon, artichok",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,artichok
674,"avocado, cracker, artichok, heineken, ham, olives, coke",,,,,,,avocado,cracker,artichok,heineken,ham,olives,coke
675,"corned_b, peppers, bourbon, cracker, chicken, ham, avocado",,,,,,,corned_b,peppers,bourbon,cracker,chicken,ham,avocado
676,"baguette, soda, hering, cracker, heineken, sardines, artichok",,,,,,,baguette,soda,hering,cracker,heineken,sardines,artichok
677,"olives, bourbon, coke, turkey, ice_crea, chicken, chicken",,,,,,,olives,bourbon,coke,turkey,ice_crea,chicken,chicken
678,"soda, olives, bourbon, cracker, heineken, bordeaux, ice_crea",,,,,,,soda,olives,bourbon,cracker,heineken,bordeaux,ice_crea
679,"baguette, sardines, apples, peppers, avocado, bourbon, soda",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,soda
680,"sardines, heineken, chicken, coke, ice_crea, avocado, peppers",,,,,,,sardines,heineken,chicken,coke,ice_crea,avocado,peppers
681,"hering, corned_b, olives, ham, turkey, baguette, soda",,,,,,,hering,corned_b,olives,ham,turkey,baguette,soda
682,"baguette, sardines, apples, peppers, avocado, corned_b, cracker",,,,,,,baguette,sardines,apples,peppers,avocado,corned_b,cracker
683,"soda, olives, bourbon, cracker, heineken, steak, hering",,,,,,,soda,olives,bourbon,cracker,heineken,steak,hering
684,"soda, olives, bourbon, cracker, heineken, peppers, baguette",,,,,,,soda,olives,bourbon,cracker,heineken,peppers,baguette
685,"olives, bourbon, coke, turkey, ice_crea, peppers, peppers",,,,,,,olives,bourbon,coke,turkey,ice_crea,peppers,peppers
686,"hering, corned_b, olives, ham, turkey, coke, ice_crea",,,,,,,hering,corned_b,olives,ham,turkey,coke,ice_crea
687,"baguette, soda, hering, cracker, heineken, turkey, artichok",,,,,,,baguette,soda,hering,cracker,heineken,turkey,artichok
688,"baguette, hering, avocado, artichok, heineken, chicken, coke",,,,,,,baguette,hering,avocado,artichok,heineken,chicken,coke
689,"avocado, cracker, artichok, heineken, ham, bourbon, hering",,,,,,,avocado,cracker,artichok,heineken,ham,bourbon,hering
690,"hering, corned_b, olives, ham, turkey, cracker, baguette",,,,,,,hering,corned_b,olives,ham,turkey,cracker,baguette
691,"hering, corned_b, olives, ham, turkey, ice_crea, ice_crea",,,,,,,hering,corned_b,olives,ham,turkey,ice_crea,ice_crea
692,"olives, bourbon, coke, turkey, ice_crea, heineken, steak",,,,,,,olives,bourbon,coke,turkey,ice_crea,heineken,steak
693,"avocado, cracker, artichok, heineken, ham, bourbon, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,bourbon,ice_crea
694,"sardines, heineken, chicken, coke, ice_crea, cracker, apples",,,,,,,sardines,heineken,chicken,coke,ice_crea,cracker,apples
695,"sardines, heineken, chicken, coke, ice_crea, soda, avocado",,,,,,,sardines,heineken,chicken,coke,ice_crea,soda,avocado
696,"hering, corned_b, olives, ham, turkey, avocado, apples",,,,,,,hering,corned_b,olives,ham,turkey,avocado,apples
697,"hering, corned_b, olives, ham, turkey, bourbon, soda",,,,,,,hering,corned_b,olives,ham,turkey,bourbon,soda
698,"baguette, soda, hering, cracker, heineken, olives, apples",,,,,,,baguette,soda,hering,cracker,heineken,olives,apples
699,"baguette, soda, hering, cracker, heineken, coke, olives",,,,,,,baguette,soda,hering,cracker,heineken,coke,olives
700,"baguette, soda, hering, cracker, heineken, coke, coke",,,,,,,baguette,soda,hering,cracker,heineken,coke,coke
701,"baguette, sardines, apples, peppers, avocado, soda, olives",,,,,,,baguette,sardines,apples,peppers,avocado,soda,olives
702,"baguette, sardines, apples, peppers, avocado, bourbon, bourbon",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,bourbon
703,"corned_b, peppers, bourbon, cracker, chicken, ham, soda",,,,,,,corned_b,peppers,bourbon,cracker,chicken,ham,soda
704,"sardines, heineken, chicken, coke, ice_crea, hering, olives",,,,,,,sardines,heineken,chicken,coke,ice_crea,hering,olives
705,"baguette, hering, avocado, artichok, heineken, ham, chicken",,,,,,,baguette,hering,avocado,artichok,heineken,ham,chicken
706,"soda, olives, bourbon, cracker, heineken, hering, coke",,,,,,,soda,olives,bourbon,cracker,heineken,hering,coke
707,"sardines, heineken, chicken, coke, ice_crea, baguette, turkey",,,,,,,sardines,heineken,chicken,coke,ice_crea,baguette,turkey
708,"hering, corned_b, apples, olives, steak, sardines, heineken",,,,,,,hering,corned_b,apples,olives,steak,sardines,heineken
709,"soda, olives, bourbon, cracker, heineken, coke, corned_b",,,,,,,soda,olives,bourbon,cracker,heineken,coke,corned_b
710,"hering, corned_b, apples, olives, steak, chicken, artichok",,,,,,,hering,corned_b,apples,olives,steak,chicken,artichok
711,"sardines, heineken, chicken, coke, ice_crea, apples, ham",,,,,,,sardines,heineken,chicken,coke,ice_crea,apples,ham
712,"hering, corned_b, olives, ham, turkey, peppers, avocado",,,,,,,hering,corned_b,olives,ham,turkey,peppers,avocado
713,"corned_b, peppers, bourbon, cracker, chicken, baguette, heineken",,,,,,,corned_b,peppers,bourbon,cracker,chicken,baguette,heineken
714,"baguette, soda, hering, cracker, heineken, coke, avocado",,,,,,,baguette,soda,hering,cracker,heineken,coke,avocado
715,"baguette, sardines, apples, peppers, avocado, chicken, turkey",,,,,,,baguette,sardines,apples,peppers,avocado,chicken,turkey
716,"corned_b, peppers, bourbon, cracker, chicken, turkey, ice_crea",,,,,,,corned_b,peppers,bourbon,cracker,chicken,turkey,ice_crea
717,"baguette, sardines, apples, peppers, avocado, bourbon, chicken",,,,,,,baguette,sardines,apples,peppers,avocado,bourbon,chicken
718,"hering, corned_b, apples, olives, steak, bourbon, coke",,,,,,,hering,corned_b,apples,olives,steak,bourbon,coke
719,"baguette, sardines, apples, peppers, avocado, heineken, ice_crea",,,,,,,baguette,sardines,apples,peppers,avocado,heineken,ice_crea
720,"corned_b, peppers, bourbon, cracker, chicken, ice_crea, ice_crea",,,,,,,corned_b,peppers,bourbon,cracker,chicken,ice_crea,ice_crea
721,"olives, bourbon, coke, turkey, ice_crea, artichok, ham",,,,,,,olives,bourbon,coke,turkey,ice_crea,artichok,ham
722,"baguette, soda, hering, cracker, heineken, avocado, steak",,,,,,,baguette,soda,hering,cracker,heineken,avocado,steak
723,"olives, bourbon, coke, turkey, ice_crea, ham, baguette",,,,,,,olives,bourbon,coke,turkey,ice_crea,ham,baguette
724,"olives, bourbon, coke, turkey, ice_crea, soda, sardines",,,,,,,olives,bourbon,coke,turkey,ice_crea,soda,sardines
725,"soda, olives, bourbon, cracker, heineken, steak, ice_crea",,,,,,,soda,olives,bourbon,cracker,heineken,steak,ice_crea
726,"olives, bourbon, coke, turkey, ice_crea, ham, artichok",,,,,,,olives,bourbon,coke,turkey,ice_crea,ham,artichok
727,"soda, olives, bourbon, cracker, heineken, hering, hering",,,,,,,soda,olives,bourbon,cracker,heineken,hering,hering
728,"avocado, cracker, artichok, heineken, ham, steak, chicken",,,,,,,avocado,cracker,artichok,heineken,ham,steak,chicken
729,"soda, olives, bourbon, cracker, heineken, apples, artichok",,,,,,,soda,olives,bourbon,cracker,heineken,apples,artichok
730,"avocado, cracker, artichok, heineken, ham, sardines, turkey",,,,,,,avocado,cracker,artichok,heineken,ham,sardines,turkey
731,"soda, olives, bourbon, cracker, heineken, bordeaux, chicken",,,,,,,soda,olives,bourbon,cracker,heineken,bordeaux,chicken
732,"olives, bourbon, coke, turkey, ice_crea, hering, cracker",,,,,,,olives,bourbon,coke,turkey,ice_crea,hering,cracker
733,"hering, corned_b, olives, ham, turkey, heineken, heineken",,,,,,,hering,corned_b,olives,ham,turkey,heineken,heineken
734,"baguette, sardines, apples, peppers, avocado, soda, ice_crea",,,,,,,baguette,sardines,apples,peppers,avocado,soda,ice_crea
735,"soda, olives, bourbon, cracker, heineken, bordeaux, baguette",,,,,,,soda,olives,bourbon,cracker,heineken,bordeaux,baguette
736,"soda, olives, bourbon, cracker, heineken, sardines, coke",,,,,,,soda,olives,bourbon,cracker,heineken,sardines,coke
737,"hering, corned_b, olives, ham, turkey, apples, baguette",,,,,,,hering,corned_b,olives,ham,turkey,apples,baguette
738,"olives, bourbon, coke, turkey, ice_crea, ham, baguette",,,,,,,olives,bourbon,coke,turkey,ice_crea,ham,baguette
739,"baguette, hering, avocado, artichok, heineken, soda, ham",,,,,,,baguette,hering,avocado,artichok,heineken,soda,ham
740,"soda, olives, bourbon, cracker, heineken, peppers, turkey",,,,,,,soda,olives,bourbon,cracker,heineken,peppers,turkey
741,"hering, corned_b, apples, olives, steak, avocado, avocado",,,,,,,hering,corned_b,apples,olives,steak,avocado,avocado
742,"sardines, heineken, chicken, coke, ice_crea, cracker, ham",,,,,,,sardines,heineken,chicken,coke,ice_crea,cracker,ham
743,"baguette, hering, avocado, artichok, heineken, bourbon, bourbon",,,,,,,baguette,hering,avocado,artichok,heineken,bourbon,bourbon
744,"sardines, heineken, chicken, coke, ice_crea, steak, hering",,,,,,,sardines,heineken,chicken,coke,ice_crea,steak,hering
745,"olives, bourbon, coke, turkey, ice_crea, cracker, heineken",,,,,,,olives,bourbon,coke,turkey,ice_crea,cracker,heineken
746,"hering, corned_b, olives, ham, turkey, bourbon, heineken",,,,,,,hering,corned_b,olives,ham,turkey,bourbon,heineken
747,"avocado, cracker, artichok, heineken, ham, steak, soda",,,,,,,avocado,cracker,artichok,heineken,ham,steak,soda
748,"hering, corned_b, apples, olives, steak, ham, coke",,,,,,,hering,corned_b,apples,olives,steak,ham,coke
749,"soda, olives, bourbon, cracker, heineken, ham, turkey",,,,,,,soda,olives,bourbon,cracker,heineken,ham,turkey
750,"hering, corned_b, olives, ham, turkey, avocado, heineken",,,,,,,hering,corned_b,olives,ham,turkey,avocado,heineken
751,"baguette, soda, hering, cracker, heineken, bordeaux, coke",,,,,,,baguette,soda,hering,cracker,heineken,bordeaux,coke
752,"olives, bourbon, coke, turkey, ice_crea, soda, avocado",,,,,,,olives,bourbon,coke,turkey,ice_crea,soda,avocado
753,"soda, olives, bourbon, cracker, heineken, corned_b, steak",,,,,,,soda,olives,bourbon,cracker,heineken,corned_b,steak
754,"avocado, cracker, artichok, heineken, ham, coke, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,coke,ice_crea
755,"baguette, soda, hering, cracker, heineken, avocado, chicken",,,,,,,baguette,soda,hering,cracker,heineken,avocado,chicken
756,"baguette, sardines, apples, peppers, avocado, corned_b, coke",,,,,,,baguette,sardines,apples,peppers,avocado,corned_b,coke
757,"hering, corned_b, olives, ham, turkey, avocado, soda",,,,,,,hering,corned_b,olives,ham,turkey,avocado,soda
758,"sardines, heineken, chicken, coke, ice_crea, hering, hering",,,,,,,sardines,heineken,chicken,coke,ice_crea,hering,hering
759,"baguette, soda, hering, cracker, heineken, corned_b, avocado",,,,,,,baguette,soda,hering,cracker,heineken,corned_b,avocado
760,"hering, corned_b, olives, ham, turkey, coke, apples",,,,,,,hering,corned_b,olives,ham,turkey,coke,apples
761,"baguette, soda, hering, cracker, heineken, apples, sardines",,,,,,,baguette,soda,hering,cracker,heineken,apples,sardines
762,"sardines, heineken, chicken, coke, ice_crea, avocado, olives",,,,,,,sardines,heineken,chicken,coke,ice_crea,avocado,olives
763,"hering, corned_b, olives, ham, turkey, baguette, heineken",,,,,,,hering,corned_b,olives,ham,turkey,baguette,heineken
764,"baguette, soda, hering, cracker, heineken, artichok, turkey",,,,,,,baguette,soda,hering,cracker,heineken,artichok,turkey
765,"baguette, hering, avocado, artichok, heineken, bordeaux, ham",,,,,,,baguette,hering,avocado,artichok,heineken,bordeaux,ham
766,"corned_b, peppers, bourbon, cracker, chicken, soda, ham",,,,,,,corned_b,peppers,bourbon,cracker,chicken,soda,ham
767,"baguette, soda, hering, cracker, heineken, artichok, chicken",,,,,,,baguette,soda,hering,cracker,heineken,artichok,chicken
768,"baguette, soda, hering, cracker, heineken, chicken, corned_b",,,,,,,baguette,soda,hering,cracker,heineken,chicken,corned_b
769,"corned_b, peppers, bourbon, cracker, chicken, baguette, steak",,,,,,,corned_b,peppers,bourbon,cracker,chicken,baguette,steak
770,"soda, olives, bourbon, cracker, heineken, steak, hering",,,,,,,soda,olives,bourbon,cracker,heineken,steak,hering
771,"avocado, cracker, artichok, heineken, ham, turkey, chicken",,,,,,,avocado,cracker,artichok,heineken,ham,turkey,chicken
772,"hering, corned_b, apples, olives, steak, bordeaux, turkey",,,,,,,hering,corned_b,apples,olives,steak,bordeaux,turkey
773,"corned_b, peppers, bourbon, cracker, chicken, coke, hering",,,,,,,corned_b,peppers,bourbon,cracker,chicken,coke,hering
774,"avocado, cracker, artichok, heineken, ham, bourbon, peppers",,,,,,,avocado,cracker,artichok,heineken,ham,bourbon,peppers
775,"hering, corned_b, olives, ham, turkey, bourbon, bourbon",,,,,,,hering,corned_b,olives,ham,turkey,bourbon,bourbon
776,"corned_b, peppers, bourbon, cracker, chicken, artichok, artichok",,,,,,,corned_b,peppers,bourbon,cracker,chicken,artichok,artichok
777,"hering, corned_b, apples, olives, steak, ham, heineken",,,,,,,hering,corned_b,apples,olives,steak,ham,heineken
778,"corned_b, peppers, bourbon, cracker, chicken, steak, ice_crea",,,,,,,corned_b,peppers,bourbon,cracker,chicken,steak,ice_crea
779,"sardines, heineken, chicken, coke, ice_crea, artichok, baguette",,,,,,,sardines,heineken,chicken,coke,ice_crea,artichok,baguette
780,"baguette, soda, hering, cracker, heineken, bourbon, corned_b",,,,,,,baguette,soda,hering,cracker,heineken,bourbon,corned_b
781,"soda, olives, bourbon, cracker, heineken, hering, coke",,,,,,,soda,olives,bourbon,cracker,heineken,hering,coke
782,"baguette, sardines, apples, peppers, avocado, turkey, soda",,,,,,,baguette,sardines,apples,peppers,avocado,turkey,soda
783,"sardines, heineken, chicken, coke, ice_crea, bourbon, turkey",,,,,,,sardines,heineken,chicken,coke,ice_crea,bourbon,turkey
784,"baguette, hering, avocado, artichok, heineken, apples, apples",,,,,,,baguette,hering,avocado,artichok,heineken,apples,apples
785,"avocado, cracker, artichok, heineken, ham, steak, corned_b",,,,,,,avocado,cracker,artichok,heineken,ham,steak,corned_b
786,"corned_b, peppers, bourbon, cracker, chicken, baguette, coke",,,,,,,corned_b,peppers,bourbon,cracker,chicken,baguette,coke
787,"avocado, cracker, artichok, heineken, ham, hering, steak",,,,,,,avocado,cracker,artichok,heineken,ham,hering,steak
788,"baguette, soda, hering, cracker, heineken, olives, corned_b",,,,,,,baguette,soda,hering,cracker,heineken,olives,corned_b
789,"baguette, soda, hering, cracker, heineken, corned_b, artichok",,,,,,,baguette,soda,hering,cracker,heineken,corned_b,artichok
790,"sardines, heineken, chicken, coke, ice_crea, baguette, artichok",,,,,,,sardines,heineken,chicken,coke,ice_crea,baguette,artichok
791,"soda, olives, bourbon, cracker, heineken, apples, corned_b",,,,,,,soda,olives,bourbon,cracker,heineken,apples,corned_b
792,"baguette, sardines, apples, peppers, avocado, steak, corned_b",,,,,,,baguette,sardines,apples,peppers,avocado,steak,corned_b
793,"sardines, heineken, chicken, coke, ice_crea, corned_b, steak",,,,,,,sardines,heineken,chicken,coke,ice_crea,corned_b,steak
794,"avocado, cracker, artichok, heineken, ham, soda, coke",,,,,,,avocado,cracker,artichok,heineken,ham,soda,coke
795,"hering, corned_b, apples, olives, steak, heineken, ham",,,,,,,hering,corned_b,apples,olives,steak,heineken,ham
796,"sardines, heineken, chicken, coke, ice_crea, bordeaux, steak",,,,,,,sardines,heineken,chicken,coke,ice_crea,bordeaux,steak
797,"avocado, cracker, artichok, heineken, ham, sardines, corned_b",,,,,,,avocado,cracker,artichok,heineken,ham,sardines,corned_b
798,"sardines, heineken, chicken, coke, ice_crea, apples, apples",,,,,,,sardines,heineken,chicken,coke,ice_crea,apples,apples
799,"hering, corned_b, olives, ham, turkey, bourbon, sardines",,,,,,,hering,corned_b,olives,ham,turkey,bourbon,sardines
800,"olives, bourbon, coke, turkey, ice_crea, cracker, baguette",,,,,,,olives,bourbon,coke,turkey,ice_crea,cracker,baguette
801,"baguette, hering, avocado, artichok, heineken, bourbon, apples",,,,,,,baguette,hering,avocado,artichok,heineken,bourbon,apples
802,"hering, corned_b, apples, olives, steak, baguette, chicken",,,,,,,hering,corned_b,apples,olives,steak,baguette,chicken
803,"avocado, cracker, artichok, heineken, ham, olives, bourbon",,,,,,,avocado,cracker,artichok,heineken,ham,olives,bourbon
804,"corned_b, peppers, bourbon, cracker, chicken, apples, steak",,,,,,,corned_b,peppers,bourbon,cracker,chicken,apples,steak
805,"hering, corned_b, olives, ham, turkey, heineken, heineken",,,,,,,hering,corned_b,olives,ham,turkey,heineken,heineken
806,"sardines, heineken, chicken, coke, ice_crea, apples, soda",,,,,,,sardines,heineken,chicken,coke,ice_crea,apples,soda
807,"baguette, hering, avocado, artichok, heineken, chicken, peppers",,,,,,,baguette,hering,avocado,artichok,heineken,chicken,peppers
808,"hering, corned_b, apples, olives, steak, soda, baguette",,,,,,,hering,corned_b,apples,olives,steak,soda,baguette
809,"hering, corned_b, olives, ham, turkey, soda, cracker",,,,,,,hering,corned_b,olives,ham,turkey,soda,cracker
810,"sardines, heineken, chicken, coke, ice_crea, ham, bourbon",,,,,,,sardines,heineken,chicken,coke,ice_crea,ham,bourbon
811,"hering, corned_b, apples, olives, steak, bourbon, heineken",,,,,,,hering,corned_b,apples,olives,steak,bourbon,heineken
812,"hering, corned_b, apples, olives, steak, bordeaux, avocado",,,,,,,hering,corned_b,apples,olives,steak,bordeaux,avocado
813,"hering, corned_b, apples, olives, steak, sardines, chicken",,,,,,,hering,corned_b,apples,olives,steak,sardines,chicken
814,"baguette, soda, hering, cracker, heineken, sardines, artichok",,,,,,,baguette,soda,hering,cracker,heineken,sardines,artichok
815,"baguette, soda, hering, cracker, heineken, coke, coke",,,,,,,baguette,soda,hering,cracker,heineken,coke,coke
816,"baguette, soda, hering, cracker, heineken, ice_crea, steak",,,,,,,baguette,soda,hering,cracker,heineken,ice_crea,steak
817,"baguette, hering, avocado, artichok, heineken, cracker, cracker",,,,,,,baguette,hering,avocado,artichok,heineken,cracker,cracker
818,"hering, corned_b, apples, olives, steak, baguette, turkey",,,,,,,hering,corned_b,apples,olives,steak,baguette,turkey
819,"avocado, cracker, artichok, heineken, ham, olives, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,olives,ice_crea
820,"avocado, cracker, artichok, heineken, ham, coke, soda",,,,,,,avocado,cracker,artichok,heineken,ham,coke,soda
821,"hering, corned_b, olives, ham, turkey, bordeaux, peppers",,,,,,,hering,corned_b,olives,ham,turkey,bordeaux,peppers
822,"baguette, hering, avocado, artichok, heineken, apples, bourbon",,,,,,,baguette,hering,avocado,artichok,heineken,apples,bourbon
823,"sardines, heineken, chicken, coke, ice_crea, bourbon, avocado",,,,,,,sardines,heineken,chicken,coke,ice_crea,bourbon,avocado
824,"hering, corned_b, apples, olives, steak, chicken, ice_crea",,,,,,,hering,corned_b,apples,olives,steak,chicken,ice_crea
825,"avocado, cracker, artichok, heineken, ham, turkey, olives",,,,,,,avocado,cracker,artichok,heineken,ham,turkey,olives
826,"soda, olives, bourbon, cracker, heineken, artichok, ham",,,,,,,soda,olives,bourbon,cracker,heineken,artichok,ham
827,"baguette, soda, hering, cracker, heineken, sardines, olives",,,,,,,baguette,soda,hering,cracker,heineken,sardines,olives
828,"baguette, hering, avocado, artichok, heineken, apples, turkey",,,,,,,baguette,hering,avocado,artichok,heineken,apples,turkey
829,"avocado, cracker, artichok, heineken, ham, sardines, ice_crea",,,,,,,avocado,cracker,artichok,heineken,ham,sardines,ice_crea
830,"soda, olives, bourbon, cracker, heineken, turkey, steak",,,,,,,soda,olives,bourbon,cracker,heineken,turkey,steak
831,"hering, corned_b, apples, olives, steak, baguette, ice_crea",,,,,,,hering,corned_b,apples,olives,steak,baguette,ice_crea
832,"baguette, hering, avocado, artichok, heineken, chicken, bourbon",,,,,,,baguette,hering,avocado,artichok,heineken,chicken,bourbon
833,"baguette, hering, avocado, artichok, heineken, soda, ice_crea",,,,,,,baguette,hering,avocado,artichok,heineken,soda,ice_crea
834,"baguette, sardines, apples, peppers, avocado, coke, corned_b",,,,,,,baguette,sardines,apples,peppers,avocado,coke,corned_b
835,"corned_b, peppers, bourbon, cracker, chicken, hering, sardines",,,,,,,corned_b,peppers,bourbon,cracker,chicken,hering,sardines
836,"hering, corned_b, apples, olives, steak, soda, coke",,,,,,,hering,corned_b,apples,olives,steak,soda,coke
837,"hering, corned_b, apples, olives, steak, bordeaux, baguette",,,,,,,hering,corned_b,apples,olives,steak,bordeaux,baguette
838,"baguette, soda, hering, cracker, heineken, chicken, olives",,,,,,,baguette,soda,hering,cracker,heineken,chicken,olives
839,"hering, corned_b, olives, ham, turkey, apples, steak",,,,,,,hering,corned_b,olives,ham,turkey,apples,steak
840,"hering, corned_b, apples, olives, steak, coke, ham",,,,,,,hering,corned_b,apples,olives,steak,coke,ham
841,"baguette, sardines, apples, peppers, avocado, hering, bourbon",,,,,,,baguette,sardines,apples,peppers,avocado,hering,bourbon
842,"sardines, heineken, chicken, coke, ice_crea, turkey, ham",,,,,,,sardines,heineken,chicken,coke,ice_crea,turkey,ham
843,"baguette, hering, avocado, artichok, heineken, ice_crea, steak",,,,,,,baguette,hering,avocado,artichok,heineken,ice_crea,steak
844,"baguette, hering, avocado, artichok, heineken, corned_b, chicken",,,,,,,baguette,hering,avocado,artichok,heineken,corned_b,chicken
845,"sardines, heineken, chicken, coke, ice_crea, bordeaux, cracker",,,,,,,sardines,heineken,chicken,coke,ice_crea,bordeaux,cracker
846,"olives, bourbon, coke, turkey, ice_crea, ham, apples",,,,,,,olives,bourbon,coke,turkey,ice_crea,ham,apples
847,"soda, olives, bourbon, cracker, heineken, turkey, chicken",,,,,,,soda,olives,bourbon,cracker,heineken,turkey,chicken
848,"olives, bourbon, coke, turkey, ice_crea, cracker, chicken",,,,,,,olives,bourbon,coke,turkey,ice_crea,cracker,chicken
849,"olives, bourbon, coke, turkey, ice_crea, ham, artichok",,,,,,,olives,bourbon,coke,turkey,ice_crea,ham,artichok
850,"sardines, heineken, chicken, coke, ice_crea, steak, ham",,,,,,,sardines,heineken,chicken,coke,ice_crea,steak,ham
851,"olives, bourbon, coke, turkey, ice_crea, baguette, steak",,,,,,,olives,bourbon,coke,turkey,ice_crea,baguette,steak
852,"sardines, heineken, chicken, coke, ice_crea, apples, baguette",,,,,,,sardines,heineken,chicken,coke,ice_crea,apples,baguette
853,"corned_b, peppers, bourbon, cracker, chicken, heineken, artichok",,,,,,,corned_b,peppers,bourbon,cracker,chicken,heineken,artichok
854,"baguette, sardines, apples, peppers, avocado, corned_b, cracker",,,,,,,baguette,sardines,apples,peppers,avocado,corned_b,cracker
855,"hering, corned_b, apples, olives, steak, ham, heineken",,,,,,,hering,corned_b,apples,olives,steak,ham,heineken
856,"hering, corned_b, olives, ham, turkey, baguette, ice_crea",,,,,,,hering,corned_b,olives,ham,turkey,baguette,ice_crea
857,"baguette, hering, avocado, artichok, heineken, bordeaux, cracker",,,,,,,baguette,hering,avocado,artichok,heineken,bordeaux,cracker
858,"baguette, soda, hering, cracker, heineken, ice_crea, coke",,,,,,,baguette,soda,hering,cracker,heineken,ice_crea,coke
859,"corned_b, peppers, bourbon, cracker, chicken, soda, olives",,,,,,,corned_b,peppers,bourbon,cracker,chicken,soda,olives
860,"hering, corned_b, apples, olives, steak, avocado, peppers",,,,,,,hering,corned_b,apples,olives,steak,avocado,peppers
861,"hering, corned_b, olives, ham, turkey, bourbon, ice_crea",,,,,,,hering,corned_b,olives,ham,turkey,bourbon,ice_crea
862,"sardines, heineken, chicken, coke, ice_crea, apples, artichok",,,,,,,sardines,heineken,chicken,coke,ice_crea,apples,artichok
863,"baguette, soda, hering, cracker, heineken, corned_b, ham",,,,,,,baguette,soda,hering,cracker,heineken,corned_b,ham
864,"soda, olives, bourbon, cracker, heineken, steak, hering",,,,,,,soda,olives,bourbon,cracker,heineken,steak,hering
865,"baguette, hering, avocado, artichok, heineken, bordeaux, corned_b",,,,,,,baguette,hering,avocado,artichok,heineken,bordeaux,corned_b
866,"baguette, sardines, apples, peppers, avocado, bordeaux, cracker",,,,,,,baguette,sardines,apples,peppers,avocado,bordeaux,cracker
867,"baguette, hering, avocado, artichok, heineken, sardines, corned_b",,,,,,,baguette,hering,avocado,artichok,heineken,sardines,corned_b
868,"avocado, cracker, artichok, heineken, ham, sardines, hering",,,,,,,avocado,cracker,artichok,heineken,ham,sardines,hering
869,"baguette, sardines, apples, peppers, avocado, steak, ice_crea",,,,,,,baguette,sardines,apples,peppers,avocado,steak,ice_crea
870,"hering, corned_b, apples, olives, steak, bordeaux, ham",,,,,,,hering,corned_b,apples,olives,steak,bordeaux,ham
871,"corned_b, peppers, bourbon, cracker, chicken, heineken, sardines",,,,,,,corned_b,peppers,bourbon,cracker,chicken,heineken,sardines
872,"olives, bourbon, coke, turkey, ice_crea, soda, sardines",,,,,,,olives,bourbon,coke,turkey,ice_crea,soda,sardines
873,"olives, bourbon, coke, turkey, ice_crea, apples, soda",,,,,,,olives,bourbon,coke,turkey,ice_crea,apples,soda
874,"hering, corned_b, apples, olives, steak, bordeaux, cracker",,,,,,,hering,corned_b,apples,olives,steak,bordeaux,cracker
875,"olives, bourbon, coke, turkey, ice_crea, sardines, apples",,,,,,,olives,bourbon,coke,turkey,ice_crea,sardines,apples
876,"corned_b, peppers, bourbon, cracker, chicken, apples, baguette",,,,,,,corned_b,peppers,bourbon,cracker,chicken,apples,baguette
877,"olives, bourbon, coke, turkey, ice_crea, corned_b, sardines",,,,,,,olives,bourbon,coke,turkey,ice_crea,corned_b,sardines
878,"olives, bourbon, coke, turkey, ice_crea, peppers, hering",,,,,,,olives,bourbon,coke,turkey,ice_crea,peppers,hering
